A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,Class
0.22,0.22,0.29,0.2,0.23,0.22,0.3,0.22,0.23,0.19,0.27,0.19,0.22,0.2,0.25,0.19,0.22,0.2,0.28,0.24,0.23,0.21,0.28,0.24,0.21,0.22,0.26,0.19,0.21,0.19,0.27,0.22,0.22,0.22,0.29,E
0.23,0.21,0.26,0.17,0.22,0.21,0.26,0.19,0.23,0.22,0.29,0.22,0.23,0.2,0.25,0.18,0.23,0.21,0.24,0.18,0.23,0.22,0.25,0.19,0.22,0.24,0.29,0.23,0.22,0.21,0.26,0.2,0.22,0.22,0.27,E
0.23,0.22,0.29,0.22,0.26,0.26,0.31,0.25,0.25,0.28,0.29,0.23,0.23,0.22,0.25,0.19,0.23,0.24,0.28,0.22,0.25,0.26,0.31,0.25,0.22,0.22,0.27,0.19,0.22,0.22,0.27,0.2,0.22,0.22,0.29,F
0.25,0.26,0.29,0.23,0.26,0.29,0.31,0.25,0.27,0.31,0.33,0.27,0.25,0.26,0.28,0.24,0.25,0.27,0.29,0.25,0.26,0.29,0.31,0.25,0.22,0.24,0.29,0.23,0.25,0.25,0.29,0.24,0.25,0.24,0.27,F
0.27,0.31,0.33,0.27,0.27,0.31,0.33,0.26,0.27,0.28,0.29,0.25,0.26,0.29,0.31,0.25,0.25,0.26,0.29,0.24,0.25,0.25,0.28,0.22,0.25,0.24,0.27,0.24,0.24,0.24,0.27,0.25,0.21,0.21,0.32,F
0.23,0.25,0.29,0.23,0.25,0.26,0.29,0.22,0.25,0.26,0.27,0.22,0.25,0.25,0.28,0.22,0.25,0.25,0.27,0.21,0.23,0.24,0.25,0.21,0.21,0.21,0.33,0.3,0.24,0.24,0.29,0.22,0.22,0.24,0.27,F
0.25,0.26,0.29,0.22,0.25,0.26,0.27,0.22,0.26,0.29,0.3,0.25,0.25,0.25,0.27,0.21,0.23,0.24,0.25,0.21,0.23,0.26,0.28,0.22,0.24,0.24,0.29,0.22,0.22,0.24,0.27,0.23,0.25,0.26,0.29,F
0.25,0.26,0.27,0.22,0.26,0.29,0.3,0.25,0.26,0.28,0.29,0.23,0.23,0.24,0.25,0.21,0.23,0.26,0.28,0.22,0.25,0.29,0.29,0.25,0.22,0.24,0.27,0.23,0.25,0.26,0.29,0.23,0.26,0.28,0.31,F
0.4,0.44,0.49,0.37,0.38,0.44,0.45,0.35,0.36,0.44,0.45,0.37,0.36,0.44,0.45,0.37,0.38,0.45,0.47,0.37,0.38,0.45,0.49,0.37,0.35,0.44,0.44,0.36,0.36,0.45,0.47,0.37,0.36,0.45,0.47,C
0.38,0.44,0.45,0.35,0.36,0.44,0.45,0.37,0.36,0.46,0.47,0.38,0.38,0.45,0.47,0.37,0.38,0.45,0.49,0.37,0.38,0.45,0.47,0.37,0.36,0.45,0.47,0.37,0.36,0.45,0.47,0.37,0.35,0.42,0.44,C
0.36,0.44,0.45,0.37,0.36,0.46,0.47,0.38,0.38,0.46,0.51,0.37,0.38,0.45,0.49,0.37,0.38,0.45,0.47,0.37,0.36,0.45,0.45,0.35,0.36,0.45,0.47,0.37,0.35,0.42,0.44,0.34,0.33,0.37,0.4,C
0.36,0.39,0.41,0.34,0.33,0.39,0.4,0.29,0.31,0.36,0.38,0.29,0.32,0.35,0.35,0.29,0.31,0.36,0.36,0.31,0.31,0.36,0.4,0.3,0.3,0.35,0.38,0.3,0.31,0.35,0.37,0.31,0.31,0.35,0.38,D
0.33,0.36,0.38,0.31,0.33,0.36,0.4,0.31,0.31,0.37,0.36,0.29,0.32,0.36,0.4,0.31,0.31,0.35,0.36,0.3,0.31,0.36,0.36,0.3,0.33,0.37,0.38,0.3,0.3,0.33,0.35,0.28,0.3,0.33,0.35,D
0.31,0.37,0.36,0.29,0.31,0.37,0.36,0.29,0.28,0.3,0.36,0.31,0.31,0.36,0.36,0.3,0.31,0.35,0.38,0.31,0.31,0.35,0.36,0.3,0.3,0.33,0.35,0.28,0.3,0.33,0.35,0.3,0.31,0.35,0.37,D
0.31,0.37,0.36,0.29,0.28,0.3,0.36,0.31,0.22,0.16,0.45,0.47,0.31,0.35,0.38,0.31,0.31,0.35,0.36,0.3,0.25,0.25,0.4,0.35,0.3,0.33,0.35,0.3,0.31,0.35,0.37,0.3,0.28,0.32,0.37,B
0.28,0.3,0.36,0.31,0.22,0.16,0.45,0.47,0.16,0.13,0.51,0.57,0.31,0.35,0.36,0.3,0.25,0.25,0.4,0.35,0.18,0.15,0.47,0.52,0.31,0.35,0.37,0.3,0.28,0.32,0.37,0.3,0.22,0.19,0.45,B
0.22,0.16,0.45,0.47,0.16,0.13,0.51,0.57,0.16,0.13,0.51,0.56,0.25,0.25,0.4,0.35,0.18,0.15,0.47,0.52,0.17,0.13,0.49,0.56,0.28,0.32,0.37,0.3,0.22,0.19,0.45,0.44,0.18,0.12,0.51,B
0.16,0.13,0.51,0.57,0.16,0.13,0.51,0.56,0.18,0.13,0.51,0.56,0.18,0.15,0.47,0.52,0.17,0.13,0.49,0.56,0.17,0.13,0.51,0.56,0.22,0.19,0.45,0.44,0.18,0.12,0.51,0.56,0.17,0.12,0.51,B
0.16,0.13,0.51,0.56,0.18,0.13,0.51,0.56,0.18,0.13,0.53,0.56,0.17,0.13,0.49,0.56,0.17,0.13,0.51,0.56,0.17,0.12,0.49,0.56,0.18,0.12,0.51,0.56,0.17,0.12,0.51,0.56,0.18,0.12,0.51,B
0.18,0.13,0.51,0.56,0.18,0.13,0.53,0.56,0.18,0.13,0.51,0.56,0.17,0.13,0.51,0.56,0.17,0.12,0.49,0.56,0.17,0.13,0.47,0.55,0.17,0.12,0.51,0.56,0.18,0.12,0.51,0.55,0.18,0.12,0.51,B
0.18,0.13,0.49,0.55,0.18,0.13,0.49,0.55,0.16,0.13,0.49,0.53,0.17,0.13,0.49,0.55,0.17,0.13,0.51,0.55,0.17,0.13,0.49,0.53,0.18,0.13,0.51,0.55,0.17,0.12,0.53,0.55,0.17,0.12,0.49,B
0.16,0.13,0.49,0.53,0.16,0.13,0.49,0.53,0.18,0.13,0.47,0.53,0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.12,0.49,0.55,0.17,0.12,0.49,0.55,0.18,0.13,0.49,B
0.16,0.13,0.49,0.53,0.18,0.13,0.47,0.53,0.18,0.13,0.47,0.51,0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.13,0.47,0.52,0.17,0.12,0.49,0.55,0.18,0.13,0.49,0.53,0.17,0.12,0.49,B
0.18,0.13,0.47,0.53,0.18,0.13,0.47,0.51,0.18,0.13,0.47,0.5,0.17,0.13,0.49,0.53,0.17,0.13,0.47,0.52,0.17,0.15,0.45,0.51,0.18,0.13,0.49,0.53,0.17,0.12,0.49,0.5,0.18,0.13,0.47,B
0.18,0.13,0.47,0.5,0.19,0.13,0.45,0.49,0.19,0.16,0.41,0.45,0.17,0.15,0.45,0.51,0.17,0.13,0.45,0.51,0.17,0.15,0.47,0.51,0.18,0.13,0.47,0.49,0.18,0.13,0.45,0.49,0.17,0.13,0.45,B
0.18,0.13,0.49,0.53,0.16,0.13,0.51,0.55,0.16,0.13,0.47,0.5,0.2,0.17,0.43,0.44,0.17,0.12,0.49,0.53,0.17,0.12,0.49,0.52,0.2,0.17,0.42,0.4,0.18,0.16,0.45,0.47,0.17,0.12,0.51,B
0.16,0.13,0.51,0.55,0.16,0.13,0.47,0.5,0.16,0.13,0.43,0.47,0.17,0.12,0.49,0.53,0.17,0.12,0.49,0.52,0.17,0.12,0.45,0.48,0.18,0.16,0.45,0.47,0.17,0.12,0.51,0.53,0.18,0.12,0.49,B
0.16,0.13,0.43,0.47,0.18,0.13,0.43,0.45,0.19,0.13,0.43,0.45,0.17,0.12,0.45,0.48,0.18,0.13,0.45,0.49,0.18,0.15,0.45,0.48,0.18,0.12,0.49,0.5,0.18,0.12,0.47,0.49,0.18,0.13,0.45,B
0.18,0.13,0.43,0.45,0.19,0.13,0.43,0.45,0.19,0.15,0.45,0.45,0.18,0.13,0.45,0.49,0.18,0.15,0.45,0.48,0.18,0.15,0.45,0.47,0.18,0.12,0.47,0.49,0.18,0.13,0.45,0.47,0.18,0.15,0.44,B
0.19,0.13,0.43,0.45,0.19,0.15,0.45,0.45,0.2,0.16,0.43,0.44,0.18,0.15,0.45,0.48,0.18,0.15,0.45,0.47,0.17,0.13,0.43,0.47,0.18,0.13,0.45,0.47,0.18,0.15,0.44,0.44,0.18,0.15,0.44,B
0.19,0.15,0.45,0.45,0.2,0.16,0.43,0.44,0.19,0.15,0.41,0.44,0.18,0.15,0.45,0.47,0.17,0.13,0.43,0.47,0.17,0.15,0.41,0.44,0.18,0.15,0.44,0.44,0.18,0.15,0.44,0.41,0.2,0.16,0.42,B
0.2,0.16,0.43,0.44,0.19,0.15,0.41,0.44,0.19,0.15,0.43,0.45,0.17,0.13,0.43,0.47,0.17,0.15,0.41,0.44,0.18,0.16,0.43,0.44,0.18,0.15,0.44,0.41,0.2,0.16,0.42,0.41,0.21,0.17,0.42,B
0.19,0.15,0.43,0.45,0.19,0.15,0.43,0.45,0.18,0.15,0.45,0.45,0.18,0.16,0.43,0.44,0.18,0.16,0.43,0.44,0.2,0.16,0.41,0.45,0.21,0.17,0.42,0.4,0.24,0.22,0.4,0.36,0.25,0.27,0.37,B
0.18,0.15,0.45,0.45,0.18,0.15,0.43,0.44,0.2,0.18,0.43,0.43,0.21,0.18,0.43,0.44,0.24,0.25,0.38,0.37,0.27,0.31,0.38,0.31,0.27,0.3,0.34,0.25,0.27,0.3,0.31,0.24,0.27,0.3,0.32,B
0.18,0.15,0.43,0.44,0.2,0.18,0.43,0.43,0.26,0.27,0.4,0.33,0.24,0.25,0.38,0.37,0.27,0.31,0.38,0.31,0.31,0.36,0.38,0.3,0.27,0.3,0.31,0.24,0.27,0.3,0.32,0.24,0.27,0.32,0.35,B
0.2,0.18,0.43,0.43,0.26,0.27,0.4,0.33,0.31,0.37,0.38,0.29,0.27,0.31,0.38,0.31,0.31,0.36,0.38,0.3,0.32,0.4,0.41,0.3,0.27,0.3,0.32,0.24,0.27,0.32,0.35,0.27,0.3,0.33,0.37,F
0.36,0.42,0.43,0.35,0.38,0.42,0.45,0.37,0.38,0.44,0.45,0.35,0.36,0.44,0.45,0.35,0.38,0.45,0.45,0.37,0.38,0.44,0.45,0.37,0.35,0.44,0.45,0.37,0.38,0.47,0.47,0.38,0.38,0.47,0.47,C
0.38,0.44,0.45,0.35,0.38,0.44,0.47,0.35,0.36,0.42,0.47,0.35,0.38,0.44,0.45,0.37,0.36,0.45,0.45,0.37,0.36,0.45,0.47,0.37,0.38,0.47,0.47,0.37,0.38,0.45,0.45,0.37,0.35,0.45,0.47,C
0.38,0.44,0.47,0.35,0.36,0.42,0.47,0.35,0.38,0.44,0.47,0.35,0.36,0.45,0.45,0.37,0.36,0.45,0.47,0.37,0.38,0.45,0.45,0.38,0.38,0.45,0.45,0.37,0.35,0.45,0.47,0.37,0.35,0.44,0.45,C
0.36,0.42,0.47,0.35,0.38,0.44,0.47,0.35,0.38,0.44,0.47,0.37,0.36,0.45,0.47,0.37,0.38,0.45,0.45,0.38,0.38,0.45,0.45,0.37,0.35,0.45,0.47,0.37,0.35,0.44,0.45,0.36,0.35,0.42,0.44,C
0.38,0.44,0.47,0.35,0.38,0.44,0.47,0.37,0.38,0.46,0.45,0.37,0.38,0.45,0.45,0.38,0.38,0.45,0.45,0.37,0.38,0.45,0.45,0.35,0.35,0.44,0.45,0.36,0.35,0.42,0.44,0.34,0.35,0.4,0.42,C
0.38,0.44,0.47,0.37,0.38,0.46,0.45,0.37,0.36,0.42,0.45,0.37,0.38,0.45,0.45,0.37,0.38,0.45,0.45,0.35,0.36,0.44,0.45,0.34,0.35,0.42,0.44,0.34,0.35,0.4,0.42,0.33,0.33,0.38,0.42,C
0.38,0.46,0.45,0.37,0.36,0.42,0.45,0.37,0.36,0.44,0.45,0.35,0.38,0.45,0.45,0.35,0.36,0.44,0.45,0.34,0.35,0.42,0.45,0.34,0.35,0.4,0.42,0.33,0.33,0.38,0.42,0.33,0.35,0.38,0.42,C
0.36,0.42,0.45,0.37,0.36,0.44,0.45,0.35,0.36,0.42,0.45,0.35,0.36,0.44,0.45,0.34,0.35,0.42,0.45,0.34,0.33,0.42,0.43,0.33,0.33,0.38,0.42,0.33,0.35,0.38,0.42,0.31,0.33,0.38,0.38,C
0.36,0.44,0.45,0.35,0.36,0.42,0.45,0.35,0.36,0.42,0.47,0.35,0.35,0.42,0.45,0.34,0.33,0.42,0.43,0.33,0.33,0.38,0.41,0.3,0.35,0.38,0.42,0.31,0.33,0.38,0.38,0.31,0.31,0.35,0.37,C
0.36,0.4,0.41,0.33,0.33,0.39,0.4,0.33,0.31,0.37,0.4,0.29,0.32,0.36,0.4,0.3,0.31,0.35,0.36,0.29,0.31,0.33,0.33,0.25,0.3,0.32,0.35,0.25,0.28,0.3,0.31,0.25,0.28,0.32,0.31,F
0.33,0.39,0.4,0.33,0.31,0.37,0.4,0.29,0.31,0.33,0.34,0.27,0.31,0.35,0.36,0.29,0.31,0.33,0.33,0.25,0.27,0.31,0.32,0.25,0.28,0.3,0.31,0.25,0.28,0.32,0.31,0.25,0.28,0.32,0.35,F
0.31,0.37,0.4,0.29,0.31,0.33,0.34,0.27,0.28,0.29,0.31,0.25,0.31,0.33,0.33,0.25,0.27,0.31,0.32,0.25,0.27,0.28,0.29,0.23,0.28,0.32,0.31,0.25,0.28,0.32,0.35,0.25,0.28,0.32,0.37,F
0.26,0.3,0.29,0.25,0.26,0.27,0.27,0.22,0.23,0.22,0.22,0.16,0.22,0.25,0.25,0.2,0.21,0.24,0.25,0.19,0.22,0.22,0.22,0.17,0.21,0.22,0.24,0.16,0.22,0.23,0.25,0.2,0.24,0.23,0.26,E
0.26,0.27,0.27,0.22,0.23,0.22,0.22,0.16,0.2,0.2,0.23,0.16,0.21,0.24,0.25,0.19,0.22,0.22,0.22,0.17,0.21,0.21,0.24,0.17,0.22,0.23,0.25,0.2,0.24,0.23,0.26,0.21,0.24,0.23,0.28,E
0.2,0.2,0.23,0.16,0.2,0.2,0.28,0.22,0.22,0.2,0.27,0.21,0.21,0.21,0.24,0.17,0.22,0.21,0.26,0.22,0.21,0.21,0.29,0.24,0.24,0.23,0.28,0.22,0.22,0.23,0.31,0.25,0.21,0.2,0.31,E
0.22,0.21,0.28,0.19,0.22,0.2,0.24,0.18,0.22,0.21,0.25,0.18,0.21,0.21,0.27,0.23,0.21,0.21,0.26,0.19,0.22,0.22,0.25,0.2,0.21,0.19,0.29,0.22,0.21,0.2,0.28,0.2,0.21,0.19,0.28,E
0.22,0.2,0.24,0.18,0.22,0.21,0.25,0.18,0.22,0.2,0.25,0.19,0.21,0.21,0.26,0.19,0.22,0.22,0.25,0.2,0.21,0.22,0.26,0.19,0.21,0.2,0.28,0.2,0.21,0.19,0.28,0.2,0.21,0.2,0.28,E
0.22,0.2,0.25,0.19,0.22,0.2,0.28,0.24,0.23,0.21,0.28,0.24,0.21,0.22,0.26,0.19,0.21,0.19,0.27,0.22,0.22,0.22,0.29,0.24,0.21,0.2,0.28,0.2,0.21,0.2,0.28,0.2,0.22,0.22,0.29,E
0.22,0.2,0.28,0.24,0.23,0.21,0.28,0.24,0.23,0.2,0.25,0.18,0.21,0.19,0.27,0.22,0.22,0.22,0.29,0.24,0.22,0.24,0.29,0.23,0.21,0.2,0.28,0.2,0.22,0.22,0.29,0.24,0.22,0.22,0.31,E
0.23,0.21,0.24,0.18,0.23,0.22,0.25,0.19,0.23,0.24,0.28,0.22,0.22,0.21,0.26,0.2,0.22,0.22,0.27,0.19,0.22,0.22,0.27,0.2,0.22,0.22,0.26,0.21,0.21,0.19,0.25,0.2,0.22,0.22,0.26,E
0.23,0.24,0.28,0.22,0.25,0.26,0.31,0.25,0.25,0.26,0.28,0.24,0.22,0.22,0.27,0.2,0.22,0.22,0.29,0.23,0.22,0.24,0.29,0.23,0.22,0.22,0.26,0.2,0.22,0.22,0.28,0.21,0.22,0.22,0.29,E
0.25,0.26,0.31,0.25,0.25,0.26,0.28,0.24,0.25,0.27,0.29,0.25,0.22,0.22,0.29,0.23,0.22,0.24,0.29,0.23,0.25,0.25,0.29,0.24,0.22,0.22,0.28,0.21,0.22,0.22,0.29,0.25,0.22,0.2,0.32,E
0.25,0.26,0.28,0.24,0.25,0.27,0.29,0.25,0.26,0.29,0.31,0.25,0.22,0.24,0.29,0.23,0.25,0.25,0.29,0.24,0.25,0.24,0.27,0.24,0.22,0.22,0.29,0.25,0.22,0.2,0.32,0.28,0.21,0.18,0.37,E
0.25,0.26,0.29,0.24,0.25,0.25,0.28,0.22,0.25,0.24,0.28,0.24,0.24,0.24,0.27,0.25,0.21,0.21,0.32,0.33,0.2,0.17,0.38,0.4,0.18,0.13,0.44,0.45,0.17,0.11,0.45,0.49,0.17,0.11,0.42,B
0.25,0.25,0.28,0.22,0.25,0.24,0.28,0.24,0.23,0.25,0.29,0.25,0.21,0.21,0.32,0.33,0.2,0.17,0.38,0.4,0.17,0.15,0.4,0.42,0.17,0.11,0.45,0.49,0.17,0.11,0.42,0.44,0.17,0.12,0.42,B
0.25,0.24,0.28,0.24,0.23,0.25,0.29,0.25,0.25,0.25,0.28,0.22,0.2,0.17,0.38,0.4,0.17,0.15,0.4,0.42,0.21,0.21,0.33,0.3,0.17,0.11,0.42,0.44,0.17,0.12,0.42,0.45,0.17,0.15,0.38,B
0.23,0.25,0.29,0.25,0.25,0.25,0.28,0.22,0.25,0.25,0.27,0.21,0.17,0.15,0.4,0.42,0.21,0.21,0.33,0.3,0.24,0.24,0.29,0.22,0.17,0.12,0.42,0.45,0.17,0.15,0.38,0.37,0.21,0.2,0.31,B
0.25,0.25,0.28,0.22,0.25,0.25,0.27,0.21,0.23,0.24,0.25,0.21,0.21,0.21,0.33,0.3,0.24,0.24,0.29,0.22,0.22,0.24,0.27,0.23,0.17,0.15,0.38,0.37,0.21,0.2,0.31,0.22,0.22,0.2,0.28,F
0.23,0.24,0.25,0.21,0.23,0.26,0.28,0.22,0.25,0.29,0.29,0.25,0.22,0.24,0.27,0.23,0.25,0.26,0.29,0.23,0.26,0.28,0.31,0.24,0.22,0.2,0.28,0.24,0.22,0.23,0.31,0.24,0.24,0.24,0.32,F
0.23,0.26,0.28,0.22,0.25,0.29,0.29,0.25,0.26,0.27,0.28,0.24,0.25,0.26,0.29,0.23,0.26,0.28,0.31,0.24,0.26,0.29,0.31,0.25,0.22,0.23,0.31,0.24,0.24,0.24,0.32,0.25,0.24,0.24,0.31,F
0.36,0.44,0.45,0.37,0.38,0.45,0.47,0.37,0.38,0.45,0.49,0.37,0.35,0.44,0.44,0.36,0.36,0.45,0.47,0.37,0.36,0.45,0.47,0.37,0.35,0.37,0.42,0.32,0.31,0.39,0.41,0.32,0.33,0.37,0.38,C
0.38,0.45,0.47,0.37,0.38,0.45,0.49,0.37,0.38,0.45,0.47,0.37,0.36,0.45,0.47,0.37,0.36,0.45,0.47,0.37,0.35,0.42,0.44,0.34,0.31,0.39,0.41,0.32,0.33,0.37,0.38,0.31,0.31,0.36,0.38,C
0.38,0.45,0.49,0.37,0.38,0.45,0.47,0.37,0.36,0.45,0.45,0.35,0.36,0.45,0.47,0.37,0.35,0.42,0.44,0.34,0.33,0.37,0.4,0.3,0.33,0.37,0.38,0.31,0.31,0.36,0.38,0.31,0.3,0.34,0.38,C
0.36,0.42,0.45,0.35,0.35,0.4,0.43,0.33,0.32,0.36,0.4,0.31,0.3,0.37,0.38,0.28,0.3,0.35,0.37,0.3,0.31,0.35,0.37,0.3,0.3,0.36,0.38,0.29,0.31,0.37,0.39,0.32,0.31,0.39,0.39,D
0.31,0.36,0.36,0.31,0.31,0.36,0.4,0.3,0.32,0.36,0.4,0.31,0.31,0.35,0.37,0.31,0.31,0.35,0.38,0.31,0.33,0.37,0.38,0.3,0.33,0.37,0.39,0.31,0.33,0.37,0.39,0.31,0.31,0.36,0.38,D
0.31,0.36,0.36,0.3,0.31,0.35,0.38,0.31,0.31,0.35,0.36,0.3,0.3,0.33,0.35,0.28,0.3,0.33,0.35,0.3,0.31,0.35,0.37,0.3,0.3,0.34,0.34,0.29,0.3,0.34,0.36,0.31,0.31,0.36,0.38,D
0.31,0.35,0.36,0.3,0.25,0.25,0.4,0.35,0.18,0.15,0.47,0.52,0.31,0.35,0.37,0.3,0.28,0.32,0.37,0.3,0.22,0.19,0.45,0.44,0.31,0.36,0.38,0.31,0.33,0.36,0.38,0.29,0.27,0.27,0.39,B
0.25,0.25,0.4,0.35,0.18,0.15,0.47,0.52,0.17,0.13,0.49,0.56,0.28,0.32,0.37,0.3,0.22,0.19,0.45,0.44,0.18,0.12,0.51,0.56,0.33,0.36,0.38,0.29,0.27,0.27,0.39,0.33,0.2,0.15,0.46,B
0.17,0.13,0.49,0.56,0.17,0.13,0.51,0.56,0.17,0.12,0.49,0.56,0.18,0.12,0.51,0.56,0.17,0.12,0.51,0.56,0.18,0.12,0.51,0.55,0.2,0.15,0.46,0.52,0.17,0.11,0.52,0.56,0.18,0.12,0.52,B
0.17,0.12,0.49,0.56,0.17,0.13,0.47,0.55,0.17,0.13,0.49,0.55,0.18,0.12,0.51,0.55,0.18,0.12,0.51,0.55,0.18,0.13,0.51,0.55,0.18,0.12,0.52,0.55,0.18,0.12,0.52,0.55,0.18,0.12,0.52,B
0.17,0.13,0.47,0.55,0.17,0.13,0.49,0.55,0.17,0.13,0.51,0.55,0.18,0.12,0.51,0.55,0.18,0.13,0.51,0.55,0.17,0.12,0.53,0.55,0.18,0.12,0.52,0.55,0.18,0.12,0.52,0.56,0.18,0.12,0.52,B
0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.12,0.49,0.55,0.17,0.12,0.49,0.55,0.18,0.13,0.49,0.53,0.17,0.12,0.5,0.53,0.17,0.11,0.5,0.52,0.18,0.12,0.46,B
0.17,0.13,0.49,0.53,0.17,0.13,0.49,0.53,0.17,0.13,0.47,0.52,0.17,0.12,0.49,0.55,0.18,0.13,0.49,0.53,0.17,0.12,0.49,0.5,0.17,0.11,0.5,0.52,0.18,0.12,0.46,0.49,0.18,0.13,0.46,B
0.17,0.15,0.45,0.51,0.17,0.13,0.45,0.51,0.17,0.15,0.47,0.51,0.18,0.13,0.47,0.49,0.18,0.13,0.45,0.49,0.17,0.13,0.45,0.47,0.2,0.14,0.46,0.47,0.2,0.14,0.46,0.47,0.2,0.14,0.48,B
0.17,0.15,0.47,0.51,0.17,0.17,0.41,0.44,0.2,0.17,0.43,0.44,0.17,0.13,0.45,0.47,0.18,0.16,0.45,0.45,0.2,0.17,0.42,0.4,0.2,0.14,0.48,0.47,0.18,0.14,0.48,0.49,0.2,0.15,0.48,B
0.17,0.17,0.41,0.44,0.2,0.17,0.43,0.44,0.17,0.12,0.49,0.53,0.18,0.16,0.45,0.45,0.2,0.17,0.42,0.4,0.18,0.16,0.45,0.47,0.18,0.14,0.48,0.49,0.2,0.15,0.48,0.46,0.2,0.18,0.44,B
0.2,0.17,0.43,0.44,0.17,0.12,0.49,0.53,0.17,0.12,0.49,0.52,0.2,0.17,0.42,0.4,0.18,0.16,0.45,0.47,0.17,0.12,0.51,0.53,0.2,0.15,0.48,0.46,0.2,0.18,0.44,0.42,0.2,0.13,0.48,B
0.17,0.12,0.49,0.53,0.17,0.12,0.49,0.52,0.17,0.12,0.45,0.48,0.18,0.16,0.45,0.47,0.17,0.12,0.51,0.53,0.18,0.12,0.49,0.5,0.2,0.18,0.44,0.42,0.2,0.13,0.48,0.53,0.17,0.11,0.52,B
0.17,0.12,0.45,0.48,0.18,0.13,0.45,0.49,0.18,0.15,0.45,0.48,0.18,0.12,0.49,0.5,0.18,0.12,0.47,0.49,0.18,0.13,0.45,0.47,0.17,0.11,0.52,0.53,0.18,0.12,0.48,0.49,0.2,0.13,0.44,B
0.18,0.13,0.45,0.49,0.18,0.15,0.45,0.48,0.18,0.15,0.45,0.47,0.18,0.12,0.47,0.49,0.18,0.13,0.45,0.47,0.18,0.15,0.44,0.44,0.18,0.12,0.48,0.49,0.2,0.13,0.44,0.45,0.2,0.15,0.41,B
0.18,0.15,0.45,0.47,0.17,0.13,0.43,0.47,0.17,0.15,0.41,0.44,0.18,0.15,0.44,0.44,0.18,0.15,0.44,0.41,0.2,0.16,0.42,0.41,0.2,0.15,0.41,0.4,0.22,0.2,0.39,0.36,0.25,0.24,0.38,B
0.17,0.13,0.43,0.47,0.17,0.15,0.41,0.44,0.18,0.16,0.43,0.44,0.18,0.15,0.44,0.41,0.2,0.16,0.42,0.41,0.21,0.17,0.42,0.4,0.22,0.2,0.39,0.36,0.25,0.24,0.38,0.32,0.27,0.28,0.36,B
0.17,0.15,0.41,0.44,0.18,0.16,0.43,0.44,0.18,0.16,0.43,0.44,0.2,0.16,0.42,0.41,0.21,0.17,0.42,0.4,0.24,0.22,0.4,0.36,0.25,0.24,0.38,0.32,0.27,0.28,0.36,0.27,0.28,0.29,0.34,B
0.18,0.16,0.43,0.44,0.2,0.16,0.41,0.45,0.21,0.18,0.43,0.44,0.24,0.22,0.4,0.36,0.25,0.27,0.37,0.31,0.27,0.3,0.34,0.25,0.28,0.29,0.34,0.25,0.27,0.29,0.29,0.23,0.25,0.27,0.29,B
0.2,0.16,0.41,0.45,0.21,0.18,0.43,0.44,0.24,0.25,0.38,0.37,0.25,0.27,0.37,0.31,0.27,0.3,0.34,0.25,0.27,0.3,0.31,0.24,0.27,0.29,0.29,0.23,0.25,0.27,0.29,0.22,0.25,0.28,0.29,F
0.21,0.18,0.43,0.44,0.24,0.25,0.38,0.37,0.27,0.31,0.38,0.31,0.27,0.3,0.34,0.25,0.27,0.3,0.31,0.24,0.27,0.3,0.32,0.24,0.25,0.27,0.29,0.22,0.25,0.28,0.29,0.22,0.27,0.29,0.29,F
0.24,0.25,0.38,0.37,0.27,0.31,0.38,0.31,0.31,0.36,0.38,0.3,0.27,0.3,0.31,0.24,0.27,0.3,0.32,0.24,0.27,0.32,0.35,0.27,0.25,0.28,0.29,0.22,0.27,0.29,0.29,0.23,0.27,0.29,0.33,F
0.27,0.31,0.38,0.31,0.31,0.36,0.38,0.3,0.32,0.4,0.41,0.3,0.27,0.3,0.32,0.24,0.27,0.32,0.35,0.27,0.3,0.33,0.37,0.3,0.27,0.29,0.29,0.23,0.27,0.29,0.33,0.23,0.28,0.31,0.33,F
0.31,0.36,0.38,0.3,0.32,0.4,0.41,0.3,0.33,0.4,0.43,0.33,0.27,0.32,0.35,0.27,0.3,0.33,0.37,0.3,0.33,0.38,0.4,0.31,0.27,0.29,0.33,0.23,0.28,0.31,0.33,0.26,0.28,0.34,0.38,F
0.32,0.4,0.41,0.3,0.33,0.4,0.43,0.33,0.36,0.44,0.45,0.35,0.3,0.33,0.37,0.3,0.33,0.38,0.4,0.31,0.35,0.44,0.45,0.37,0.28,0.31,0.33,0.26,0.28,0.34,0.38,0.29,0.33,0.4,0.42,C
0.33,0.4,0.43,0.33,0.36,0.44,0.45,0.35,0.38,0.45,0.45,0.37,0.33,0.38,0.4,0.31,0.35,0.44,0.45,0.37,0.38,0.47,0.47,0.38,0.28,0.34,0.38,0.29,0.33,0.4,0.42,0.33,0.36,0.44,0.48,C
